Age,Education,Experience,SkillsScore,Certifications,JobRole,CompanyType,Salary
39,Master,14,56.0,2,Software Engineer,Government,159357
28,Bachelor,12,94.0,5,Data Scientist,Government,194051
21,Master,7,68.0,7,Data Scientist,MNC,176092
42,Master,4,97.0,5,HR,Government,161546
37,Bachelor,8,45.0,1,Software Engineer,MNC,131370
27,Bachelor,0,53.0,6,HR,Startup,99887
45,PhD,34,61.0,1,HR,Government,219456
24,Master,1,93.0,1,HR,MNC,141740
56,Master,22,45.0,1,Manager,Startup,172799
26,Bachelor,8,,0,HR,MNC,124860
51,High School,33,78.0,0,DevOps Engineer,MNC,203551
39,Bachelor,13,51.0,6,Data Analyst,Startup,144141
59,Master,3,74.0,4,DevOps Engineer,Government,162293
47,Bachelor,29,53.0,2,DevOps Engineer,Government,195220
30,PhD,30,61.0,0,Data Scientist,MNC,236491
46,High School,10,90.0,9,Manager,Startup,188084
39,Bachelor,34,62.0,5,HR,Government,193427
59,PhD,7,87.0,0,Data Scientist,MNC,182660
23,Master,2,46.0,8,Software Engineer,Startup,131028
33,Bachelor,13,79.0,1,Software Engineer,MNC,164572
48,Master,12,89.0,0,Data Scientist,Startup,176312
40,PhD,31,64.0,6,Data Analyst,Government,223615
48,Master,33,52.0,5,Data Scientist,Government,228159
28,PhD,18,60.0,5,Data Scientist,MNC,214631
59,PhD,15,80.0,4,Manager,Government,223758
21,PhD,1,49.0,3,Software Engineer,Government,133923
23,Bachelor,16,92.0,3,Software Engineer,Startup,172624
33,Master,33,94.0,2,HR,Government,228882
48,Master,15,98.0,9,DevOps Engineer,Startup,214077
45,High School,1,48.0,7,Data Scientist,Startup,126708
53,High School,1,54.0,6,Data Scientist,MNC,124510
58,High School,25,91.0,8,Data Analyst,Startup,194418
26,High School,12,41.0,0,Software Engineer,Government,121153
52,Master,30,64.0,6,Data Analyst,Startup,198229
41,PhD,33,52.0,9,Manager,Startup,256110
36,PhD,2,73.0,3,HR,MNC,148789
41,Bachelor,7,90.0,6,Data Analyst,Government,161221
31,PhD,22,97.0,0,Software Engineer,Government,217785
57,Master,13,73.0,4,Manager,Government,188782
56,Master,26,74.0,2,Data Scientist,Startup,206716
55,Master,28,77.0,4,Manager,Government,221275
39,Bachelor,0,42.0,3,DevOps Engineer,Government,121470
40,High School,16,81.0,1,Data Analyst,Startup,139712
38,PhD,29,95.0,3,Software Engineer,MNC,254640
34,Master,12,98.0,2,Data Analyst,MNC,189584
35,Master,20,45.0,0,Data Scientist,Startup,156550
51,High School,18,94.0,9,Data Scientist,MNC,209390
21,Master,18,87.0,7,Software Engineer,MNC,209337
23,PhD,24,88.0,4,DevOps Engineer,MNC,243762
36,Bachelor,21,58.0,3,HR,Government,164078
43,Master,30,42.0,9,Manager,MNC,234505
31,PhD,16,57.0,4,Manager,Government,196631
32,Master,22,78.0,3,Data Scientist,MNC,207473
30,High School,31,48.0,2,Data Analyst,Government,168728
52,Master,9,91.0,4,Data Analyst,Startup,162464
36,Master,9,51.0,3,DevOps Engineer,Startup,142948
28,Bachelor,7,44.0,0,HR,MNC,99776
58,High School,19,42.0,2,Data Analyst,Government,130932
32,High School,31,50.0,9,Manager,Startup,202520
44,Bachelor,13,96.0,9,Data Analyst,Startup,184384
48,Master,27,69.0,7,HR,Startup,197722
28,PhD,23,43.0,6,Manager,Startup,215986
48,High School,14,44.0,1,Data Analyst,MNC,121866
56,High School,21,40.0,0,Manager,Government,157589
46,Master,29,66.0,2,Data Scientist,Startup,213108
28,Master,3,67.0,4,Data Scientist,MNC,159567
48,High School,12,68.0,9,DevOps Engineer,Startup,167416
48,,22,,0,Data Scientist,Startup,172133
57,PhD,7,51.0,2,Data Analyst,Startup,137317
56,High School,17,52.0,2,HR,Startup,129450
47,PhD,11,80.0,4,Manager,MNC,206859
37,PhD,30,41.0,2,Software Engineer,Government,209064
29,Master,13,76.0,8,Data Scientist,MNC,198897
53,PhD,33,84.0,0,Data Scientist,MNC,251593
40,Master,17,55.0,3,Software Engineer,MNC,174332
33,Bachelor,33,87.0,9,Software Engineer,Startup,226015
48,Master,10,63.0,9,Data Analyst,Government,168944
49,PhD,11,74.0,3,Manager,Startup,195701
33,Bachelor,14,61.0,0,Data Scientist,MNC,170650
55,Master,30,75.0,1,HR,Startup,189668
26,PhD,28,50.0,0,Data Analyst,Government,189508
38,High School,25,94.0,5,Data Analyst,Government,198854
25,High School,17,97.0,2,HR,Startup,148739
45,Master,31,85.0,6,HR,MNC,231246
22,Master,21,68.0,4,DevOps Engineer,Startup,190209
30,High School,16,74.0,8,HR,MNC,166088
50,PhD,22,87.0,6,Software Engineer,Government,232217
25,PhD,23,93.0,3,Data Scientist,Startup,238362
53,PhD,7,54.0,4,DevOps Engineer,Government,160765
21,Master,5,99.0,4,Software Engineer,MNC,187455
38,Bachelor,4,70.0,4,DevOps Engineer,MNC,158391
52,Bachelor,28,81.0,9,Data Scientist,Startup,225500
31,Bachelor,27,80.0,8,DevOps Engineer,Startup,223993
41,Bachelor,10,82.0,9,Software Engineer,Startup,167171
46,Bachelor,0,55.0,2,Manager,Government,123383
45,Master,18,49.0,5,Data Scientist,MNC,181900
42,Master,8,88.0,7,Data Analyst,MNC,173118
47,Bachelor,26,71.0,8,Data Scientist,Government,228327
33,Master,33,90.0,6,Data Scientist,Startup,255889
53,Master,3,41.0,2,Data Scientist,Startup,133889
54,Bachelor,17,63.0,0,Manager,Government,177523
55,PhD,14,62.0,3,Software Engineer,MNC,183101
21,Master,12,41.0,5,Data Analyst,MNC,139658
41,PhD,18,77.0,2,Software Engineer,MNC,202495
26,Master,5,70.0,0,DevOps Engineer,MNC,145038
48,Master,11,90.0,5,DevOps Engineer,Government,198514
37,Bachelor,16,79.0,0,DevOps Engineer,MNC,175283
25,Master,22,65.0,8,Software Engineer,Government,197103
51,High School,25,68.0,0,HR,Startup,153567
25,High School,28,42.0,5,Manager,Government,179605
58,Bachelor,32,97.0,0,HR,MNC,210342
23,PhD,26,53.0,6,DevOps Engineer,Startup,210791
43,PhD,24,64.0,2,Manager,Government,216941
57,PhD,9,87.0,5,Software Engineer,Government,202929
57,High School,22,40.0,6,DevOps Engineer,Government,175504
30,PhD,20,92.0,0,Software Engineer,Startup,201128
30,PhD,20,42.0,0,Manager,Government,185430
39,Bachelor,12,93.0,4,Software Engineer,MNC,188662
37,PhD,32,65.0,5,Software Engineer,Startup,233883
41,High School,23,57.0,8,Data Analyst,Startup,172896
34,High School,10,48.0,0,HR,Government,102548
29,High School,16,77.0,3,HR,MNC,151988
21,Bachelor,3,62.0,9,HR,Startup,132114
33,Bachelor,24,60.0,7,Data Scientist,Government,201977
24,Master,29,96.0,9,Data Analyst,MNC,233503
21,PhD,8,40.0,8,DevOps Engineer,Government,177389
52,Bachelor,20,60.0,2,DevOps Engineer,Government,181682
54,High School,19,66.0,1,DevOps Engineer,Startup,158970
48,High School,18,81.0,3,HR,Startup,142242
51,Bachelor,18,98.0,1,HR,Government,168859
28,Bachelor,11,45.0,0,Data Analyst,Startup,116400
59,Bachelor,16,94.0,2,Software Engineer,Startup,179346
46,Master,27,83.0,6,HR,MNC,205754
54,High School,34,75.0,0,DevOps Engineer,MNC,206266
23,Master,17,67.0,1,Software Engineer,Government,178149
32,Master,13,84.0,0,HR,Government,157530
21,PhD,34,56.0,7,Manager,Government,262965
25,High School,6,98.0,4,Data Scientist,Government,161502
50,High School,12,79.0,7,HR,MNC,147522
50,Bachelor,17,97.0,2,Manager,Startup,187901
37,Bachelor,12,91.0,6,Data Analyst,MNC,175750
43,PhD,30,42.0,7,Manager,Government,241608
35,Master,1,51.0,5,Data Analyst,Government,116774
57,Bachelor,15,78.0,6,HR,MNC,163829
41,Bachelor,8,51.0,1,Data Analyst,MNC,124857
34,High School,8,41.0,7,Manager,Government,154275
22,High School,10,95.0,4,Data Scientist,Startup,165976
31,Bachelor,21,85.0,6,Software Engineer,Government,207945
59,High School,32,61.0,0,Software Engineer,MNC,192662
58,PhD,22,62.0,4,Data Scientist,Government,207922
54,Bachelor,33,69.0,0,DevOps Engineer,Government,198191
58,High School,8,44.0,7,Software Engineer,Startup,135859
54,PhD,23,48.0,3,HR,Government,188667
38,High School,7,60.0,3,DevOps Engineer,Government,135574
50,High School,6,50.0,1,HR,Government,99796
35,High School,17,44.0,4,Manager,MNC,157378
47,Bachelor,2,74.0,0,Manager,MNC,149069
54,Master,27,66.0,8,DevOps Engineer,Startup,222062
58,High School,5,88.0,4,DevOps Engineer,Government,158604
53,PhD,20,41.0,5,DevOps Engineer,MNC,201660
44,Bachelor,27,63.0,1,DevOps Engineer,Startup,185315
35,Bachelor,0,70.0,9,Data Analyst,Government,129370
50,PhD,20,72.0,9,DevOps Engineer,Startup,214308
37,High School,34,78.0,0,DevOps Engineer,Startup,209504
25,Master,12,69.0,3,Manager,Startup,171607
49,High School,9,85.0,6,HR,Startup,141297
24,PhD,9,76.0,5,Manager,Startup,202581
30,Bachelor,12,90.0,9,Software Engineer,Startup,178587
37,Master,23,67.0,0,Data Analyst,Startup,171785
30,Bachelor,1,,0,Data Analyst,Government,124213
37,PhD,21,70.0,7,HR,Government,203452
40,High School,16,50.0,3,DevOps Engineer,Startup,137457
44,Master,13,62.0,4,Manager,Government,181364
25,Bachelor,9,96.0,6,Software Engineer,Startup,163850
54,Bachelor,34,41.0,7,Manager,Government,224237
26,Bachelor,24,79.0,9,DevOps Engineer,MNC,219754
22,High School,2,80.0,6,DevOps Engineer,Startup,143785
33,Master,16,66.0,1,Data Scientist,MNC,185781
31,High School,11,74.0,3,Manager,Startup,148318
43,High School,23,41.0,9,HR,Startup,153008
36,High School,28,78.0,0,Manager,MNC,214162
51,,24,76.0,9,Data Analyst,MNC,236568
31,PhD,25,60.0,8,Software Engineer,MNC,224077
36,PhD,0,97.0,2,HR,Startup,142981
28,Master,19,44.0,2,Data Scientist,MNC,175754
24,High School,27,91.0,9,Software Engineer,MNC,222133
24,High School,15,84.0,8,Software Engineer,Government,172971
45,PhD,16,60.0,9,Data Analyst,Government,194971
23,High School,27,68.0,2,Data Analyst,MNC,181070
52,High School,11,59.0,7,Data Analyst,MNC,141187
23,Bachelor,26,77.0,1,HR,MNC,178733
47,High School,29,59.0,2,Manager,MNC,208808
49,Bachelor,33,89.0,1,Software Engineer,Government,208314
52,High School,5,64.0,0,Manager,Startup,117506
39,Master,6,41.0,1,Manager,MNC,137647
41,PhD,31,96.0,7,Data Analyst,MNC,256333
25,Bachelor,31,71.0,8,Manager,Government,241580
38,PhD,24,65.0,1,Software Engineer,MNC,216712
48,Bachelor,32,45.0,6,Software Engineer,MNC,201361
42,Bachelor,6,80.0,4,DevOps Engineer,Government,154094
41,Bachelor,11,96.0,2,Data Scientist,MNC,182045
26,Master,15,42.0,8,HR,MNC,169451
21,High School,15,72.0,5,Manager,Government,181860
25,Bachelor,12,40.0,0,HR,Startup,104532
32,Master,6,90.0,4,HR,MNC,155943
46,Bachelor,8,44.0,6,HR,MNC,133369
54,High School,31,52.0,3,DevOps Engineer,Startup,182748
34,Bachelor,10,58.0,7,HR,Government,140393
46,Master,7,51.0,9,DevOps Engineer,Startup,155639
47,High School,32,87.0,4,Software Engineer,MNC,209103
29,,22,64.0,8,Manager,Startup,213383
46,High School,24,96.0,8,DevOps Engineer,Government,220611
42,High School,7,90.0,8,Data Scientist,MNC,182617
50,PhD,21,74.0,0,HR,Government,181686
37,PhD,3,51.0,1,Data Scientist,Government,144331
46,PhD,2,69.0,2,Software Engineer,Startup,158350
56,High School,28,44.0,3,Software Engineer,Startup,171733
21,Bachelor,28,73.0,9,Data Analyst,Government,215728
28,Master,33,61.0,8,HR,Government,216278
55,Master,33,78.0,9,Data Analyst,MNC,235305
35,Master,27,52.0,5,Data Scientist,Government,212769
42,PhD,12,96.0,0,Manager,Government,197858
34,High School,14,86.0,8,Data Analyst,Startup,168582
46,PhD,22,93.0,5,Software Engineer,Government,232222
48,Bachelor,25,42.0,3,HR,Government,156959
43,High School,3,99.0,3,Data Scientist,Startup,154135
34,Master,25,92.0,2,DevOps Engineer,MNC,230975
44,PhD,8,59.0,6,Software Engineer,Startup,169717
22,PhD,4,70.0,2,DevOps Engineer,Startup,161258
46,Bachelor,31,44.0,1,Manager,Government,196439
34,Bachelor,19,63.0,9,HR,Government,173157
27,PhD,10,79.0,7,Manager,MNC,214035
23,Bachelor,14,93.0,3,Manager,Government,203614
43,Master,31,72.0,7,HR,MNC,226251
38,Bachelor,27,47.0,0,HR,MNC,168188
58,Bachelor,21,63.0,4,DevOps Engineer,MNC,188547
55,PhD,16,89.0,8,Manager,MNC,246844
35,PhD,25,59.0,0,Data Scientist,Government,213595
45,High School,6,99.0,3,DevOps Engineer,Startup,162652
57,High School,25,55.0,5,HR,Startup,147579
48,PhD,24,,9,Software Engineer,Government,245287
30,Bachelor,9,91.0,7,DevOps Engineer,Government,178192
59,Bachelor,18,51.0,2,Data Analyst,MNC,141750
37,High School,10,52.0,4,Data Scientist,Government,139852
59,High School,12,84.0,6,DevOps Engineer,Startup,161953
42,High School,7,81.0,0,HR,Government,124540
46,Master,3,78.0,6,HR,Government,149000
45,Master,30,64.0,7,Data Scientist,MNC,240770
37,High School,27,85.0,7,Data Analyst,MNC,195787
33,Bachelor,10,71.0,8,DevOps Engineer,MNC,182081
40,High School,0,63.0,5,DevOps Engineer,MNC,134689
45,Master,23,87.0,5,Manager,Startup,229239
24,Bachelor,30,86.0,1,Software Engineer,Government,200355
30,Master,25,83.0,2,HR,Government,188619
23,Bachelor,4,48.0,3,DevOps Engineer,MNC,130207
38,,19,79.0,3,DevOps Engineer,Startup,192728
56,Bachelor,10,89.0,7,DevOps Engineer,Startup,183957
42,Bachelor,32,62.0,0,Data Analyst,Government,181998
54,Bachelor,26,89.0,9,Software Engineer,MNC,230871
28,Bachelor,33,52.0,3,DevOps Engineer,Government,209106
39,PhD,14,99.0,3,Data Scientist,Government,220187
57,Master,31,98.0,0,HR,Startup,211128
26,Master,20,71.0,2,Manager,Startup,201675
46,PhD,4,89.0,4,Data Scientist,Government,193139
54,Bachelor,5,54.0,5,HR,MNC,129219
26,Bachelor,21,75.0,8,Data Analyst,MNC,189412
57,Master,17,88.0,8,Software Engineer,Government,202599
53,PhD,13,44.0,8,Software Engineer,Government,177209
42,Bachelor,9,61.0,0,HR,MNC,130678
41,Bachelor,12,55.0,8,Data Scientist,MNC,178594
26,Bachelor,30,80.0,7,Manager,MNC,251646
26,High School,29,49.0,1,Data Analyst,Government,169173
24,PhD,2,63.0,0,HR,Startup,121754
50,Bachelor,29,57.0,0,Data Analyst,MNC,183382
31,High School,5,88.0,5,Software Engineer,MNC,162708
50,PhD,28,57.0,8,DevOps Engineer,MNC,231820
51,Bachelor,7,46.0,6,DevOps Engineer,Government,138315
44,Master,32,43.0,4,Manager,Startup,206415
29,High School,16,65.0,1,Data Analyst,Startup,135960
23,High School,10,44.0,0,HR,MNC,98583
51,Bachelor,12,99.0,1,Manager,Government,186905
57,Bachelor,10,94.0,0,Data Scientist,Startup,168589
56,High School,30,55.0,2,DevOps Engineer,Government,186340
44,Master,27,74.0,5,HR,Startup,203492
51,Master,5,65.0,7,Data Analyst,MNC,147331
26,PhD,15,57.0,2,Manager,Government,201962
22,Bachelor,3,68.0,9,HR,MNC,149281
40,Master,34,62.0,8,Manager,Startup,235246
48,PhD,25,92.0,9,Manager,Startup,249829
31,Master,11,53.0,4,Manager,MNC,171418
24,Bachelor,10,54.0,6,Data Analyst,Startup,145275
35,PhD,24,88.0,7,HR,MNC,219862
26,PhD,17,72.0,2,Software Engineer,MNC,201675
50,PhD,18,64.0,1,Software Engineer,MNC,190349
58,Master,22,60.0,1,Data Analyst,Startup,174864
22,Bachelor,17,56.0,4,Data Analyst,Government,163426
35,PhD,25,62.0,0,DevOps Engineer,MNC,210309
31,High School,5,96.0,1,Manager,Government,157356
28,Bachelor,3,82.0,8,HR,Startup,133074
46,High School,28,56.0,6,HR,Startup,161970
25,High School,33,97.0,5,Data Scientist,Government,231233
26,PhD,16,53.0,8,Data Scientist,MNC,219777
46,PhD,15,68.0,6,Software Engineer,Startup,185145
24,Master,1,59.0,4,Data Scientist,MNC,141837
39,Master,33,69.0,8,Data Scientist,MNC,246042
40,Master,7,58.0,5,Software Engineer,Government,152751
53,Bachelor,12,92.0,5,DevOps Engineer,Startup,181721
40,Master,7,78.0,3,Software Engineer,Government,157262
32,High School,29,95.0,0,Data Scientist,Startup,198073
21,Master,31,52.0,4,HR,Government,198567
46,PhD,29,57.0,8,Data Scientist,Startup,242435
34,Master,0,62.0,7,Manager,Startup,151132
58,Bachelor,16,85.0,7,Manager,Startup,193987
57,Bachelor,19,72.0,4,Manager,MNC,192084
31,High School,23,78.0,8,DevOps Engineer,MNC,209990
56,Bachelor,21,79.0,2,Data Analyst,Government,183371
33,Master,28,57.0,2,Manager,Government,210317
23,PhD,21,48.0,0,HR,Startup,156595
53,Bachelor,8,72.0,8,DevOps Engineer,Startup,173081
26,High School,9,71.0,5,Data Analyst,MNC,146981
30,Master,27,93.0,1,Data Analyst,MNC,207697
25,High School,27,56.0,7,Manager,MNC,206169
43,Bachelor,20,58.0,8,Data Scientist,Government,196999
30,Bachelor,23,66.0,8,Software Engineer,MNC,208902
22,High School,1,45.0,1,Data Scientist,Government,116928
33,Master,7,74.0,1,Data Scientist,MNC,168285
22,Bachelor,26,95.0,6,Data Analyst,MNC,211331
40,PhD,21,76.0,3,Data Analyst,Startup,201475
21,Bachelor,26,73.0,0,DevOps Engineer,Government,182068
57,Master,28,59.0,7,DevOps Engineer,MNC,222682
29,Bachelor,2,64.0,1,Data Analyst,Startup,102951
37,High School,12,43.0,2,HR,Government,111918
29,Bachelor,9,49.0,4,HR,Government,133491
31,Bachelor,8,49.0,2,Software Engineer,MNC,136092
35,Master,26,63.0,6,Data Analyst,Government,193225
44,High School,33,60.0,6,Manager,Startup,206870
58,Master,0,50.0,1,DevOps Engineer,Startup,112838
55,Bachelor,31,66.0,6,Data Analyst,Government,207875
50,PhD,24,55.0,5,HR,Startup,181634
51,Bachelor,28,65.0,9,Data Analyst,Government,205191
25,Master,6,69.0,8,HR,Startup,147731
34,PhD,2,88.0,8,Data Analyst,Government,177156
31,Master,19,55.0,1,Manager,Government,175054
29,Master,19,46.0,6,Software Engineer,Government,170369
54,High School,29,55.0,4,Manager,Startup,199659
32,PhD,34,74.0,5,HR,Government,237881
55,Bachelor,34,97.0,0,DevOps Engineer,Government,230838
55,Master,26,55.0,6,DevOps Engineer,MNC,207217
21,Bachelor,25,79.0,5,Data Scientist,MNC,220082
42,High School,13,51.0,3,Manager,Government,157091
49,High School,16,74.0,0,Data Analyst,MNC,146097
28,PhD,17,88.0,8,Software Engineer,Government,227301
31,High School,28,60.0,3,Data Analyst,MNC,182289
57,High School,19,89.0,1,Data Analyst,Startup,160673
34,Bachelor,26,82.0,7,Manager,Startup,229912
50,High School,17,75.0,1,Software Engineer,Government,167952
55,High School,3,87.0,4,Data Scientist,Government,153848
41,Master,0,56.0,5,Data Analyst,Startup,124398
57,High School,0,71.0,7,Software Engineer,Startup,123322
25,Master,25,80.0,0,Data Scientist,MNC,211580
39,High School,19,45.0,0,Data Analyst,Government,121402
34,High School,22,63.0,3,Software Engineer,Startup,171131
46,PhD,9,66.0,4,Manager,Startup,179256
24,PhD,10,59.0,8,DevOps Engineer,Government,182493
45,Master,4,64.0,6,DevOps Engineer,MNC,163039
45,High School,0,41.0,6,Data Analyst,MNC,111188
38,Bachelor,16,48.0,7,Data Analyst,MNC,168118
28,PhD,21,67.0,4,Software Engineer,MNC,221397
59,Bachelor,33,92.0,4,DevOps Engineer,Startup,227483
34,PhD,28,77.0,0,Data Analyst,Government,217563
52,PhD,3,42.0,8,Data Scientist,Government,168775
58,High School,4,59.0,5,Data Analyst,Startup,111986
53,PhD,10,45.0,8,DevOps Engineer,Startup,183036
43,Bachelor,20,78.0,2,HR,Startup,151894
35,PhD,34,72.0,4,DevOps Engineer,Government,252848
53,Master,11,94.0,1,Data Scientist,Government,186667
45,High School,25,40.0,9,Software Engineer,Government,187129
37,High School,18,76.0,4,Data Scientist,MNC,188537
53,Master,6,45.0,7,HR,Startup,124154
22,Master,6,84.0,1,HR,Startup,146122
34,Master,25,73.0,7,Data Analyst,Startup,208610
59,PhD,4,86.0,3,Data Analyst,Government,171533
26,High School,20,54.0,9,DevOps Engineer,Startup,177493
26,Master,13,84.0,9,Manager,Startup,207541
23,PhD,3,65.0,0,Data Scientist,MNC,157075
27,Master,22,96.0,4,DevOps Engineer,Government,221851
28,Bachelor,19,53.0,0,Manager,Startup,163875
35,,14,97.0,6,DevOps Engineer,Government,198738
49,High School,28,93.0,7,HR,Government,192758
53,PhD,7,46.0,2,Data Analyst,Government,137632
50,Bachelor,18,85.0,2,Data Analyst,MNC,179748
59,Bachelor,27,97.0,6,DevOps Engineer,Government,225359
47,PhD,26,70.0,3,Data Analyst,Government,216201
56,Master,3,63.0,2,Software Engineer,Government,135982
49,PhD,14,98.0,7,DevOps Engineer,Startup,226444
58,Master,34,70.0,2,HR,MNC,214999
53,Bachelor,0,68.0,6,DevOps Engineer,Startup,131976
57,Bachelor,2,81.0,1,DevOps Engineer,MNC,153605
47,Bachelor,23,71.0,0,Data Analyst,MNC,165676
53,High School,26,56.0,5,HR,Government,173289
24,High School,33,53.0,7,DevOps Engineer,Government,199966
42,High School,28,79.0,0,Data Analyst,Startup,176506
22,PhD,23,75.0,9,Data Scientist,MNC,249458
30,Bachelor,23,97.0,8,HR,Government,194427
25,Bachelor,3,87.0,2,Manager,Government,160564
30,PhD,2,63.0,2,Software Engineer,Government,146648
53,High School,33,84.0,3,Manager,Government,218324
58,PhD,22,93.0,0,HR,Startup,186364
33,High School,22,66.0,8,DevOps Engineer,Startup,184247
51,Bachelor,4,64.0,2,Data Analyst,Government,123017
56,Master,30,98.0,9,HR,Government,232187
44,High School,5,71.0,3,Software Engineer,Government,127777
35,Bachelor,9,91.0,0,HR,Government,148835
49,Bachelor,6,57.0,3,Data Analyst,Government,126696
28,Master,20,85.0,0,Manager,MNC,203370
25,Bachelor,19,57.0,4,Data Scientist,MNC,175726
49,Bachelor,2,76.0,4,Manager,MNC,159417
24,High School,21,65.0,6,Data Analyst,MNC,177745
32,High School,3,48.0,7,Data Analyst,Government,119702
22,Master,27,99.0,3,Software Engineer,MNC,221405
47,Master,11,74.0,6,HR,MNC,175354
51,Bachelor,4,47.0,3,HR,Startup,104903
56,High School,12,59.0,2,Manager,MNC,157789
56,Master,22,93.0,5,Data Scientist,MNC,237761
46,Master,29,81.0,3,Data Scientist,Government,234982
47,PhD,24,61.0,2,Software Engineer,MNC,212187
25,Master,26,58.0,8,Data Analyst,MNC,213156
40,Bachelor,13,69.0,4,Software Engineer,Government,171994
31,High School,15,92.0,6,HR,MNC,174633
30,Master,21,67.0,5,DevOps Engineer,Government,195674
58,PhD,20,74.0,9,DevOps Engineer,MNC,234644
26,High School,20,82.0,4,DevOps Engineer,Startup,188723
28,Master,7,50.0,6,Data Analyst,Startup,138689
43,PhD,15,70.0,5,Software Engineer,MNC,208828
46,Master,30,88.0,9,Manager,Startup,254571
32,High School,9,87.0,1,HR,Government,127365
46,High School,31,78.0,2,DevOps Engineer,MNC,210721
33,High School,33,75.0,1,Data Scientist,Government,204348
38,Bachelor,8,69.0,2,Software Engineer,Startup,146880
45,Master,16,62.0,0,HR,Government,155996
53,Bachelor,10,58.0,7,HR,Startup,127423
32,High School,31,51.0,5,Data Scientist,Startup,190284
56,PhD,9,54.0,1,Data Scientist,Startup,165755
24,Master,21,70.0,7,Data Scientist,Government,213107
25,Bachelor,16,82.0,5,DevOps Engineer,Startup,189319
57,Master,3,76.0,6,DevOps Engineer,MNC,172936
28,PhD,24,76.0,0,Software Engineer,Startup,212594
48,Bachelor,20,54.0,6,Data Scientist,MNC,197036
51,High School,0,68.0,2,Manager,MNC,134419
29,Bachelor,24,89.0,7,HR,MNC,205269
49,Master,16,82.0,5,Data Scientist,MNC,214733
34,Master,23,65.0,3,HR,Government,178700
42,Master,1,83.0,7,Data Analyst,MNC,147143
31,Master,14,41.0,8,Data Analyst,Startup,146600
43,High School,31,59.0,9,Data Scientist,MNC,222745
21,Bachelor,5,54.0,1,HR,Startup,97524
57,High School,0,91.0,5,Data Analyst,Government,132458
41,High School,22,43.0,4,Data Scientist,MNC,177049
46,High School,16,61.0,4,HR,Startup,127566
56,Master,33,89.0,9,Data Scientist,Government,270430
43,Master,28,77.0,2,DevOps Engineer,Government,223120
21,Master,8,62.0,7,HR,Startup,142668
35,Bachelor,12,,7,Data Analyst,MNC,187413
41,PhD,5,65.0,4,Data Scientist,Government,181732
29,Master,5,90.0,7,Data Analyst,Startup,156101
29,Bachelor,19,50.0,9,Data Scientist,MNC,197430
30,Master,2,67.0,7,Software Engineer,Government,147233
46,Master,16,95.0,2,Data Analyst,Startup,172899
55,High School,11,41.0,1,Data Analyst,Government,117039
45,High School,0,98.0,8,Manager,Government,176169
46,High School,16,47.0,1,DevOps Engineer,Startup,133336
31,Bachelor,2,68.0,8,Data Analyst,Government,141547
58,PhD,25,50.0,3,HR,Startup,185461
22,PhD,14,76.0,1,Data Scientist,MNC,199286
27,Bachelor,31,57.0,9,Software Engineer,Startup,203082
38,Master,31,94.0,0,HR,MNC,221530
47,Bachelor,3,89.0,3,HR,Government,125654
54,Master,17,53.0,8,HR,Startup,156585
47,Bachelor,18,93.0,8,HR,Startup,184917
37,Bachelor,34,49.0,3,Software Engineer,Startup,202578
44,Bachelor,13,74.0,8,Manager,Startup,185796
45,PhD,32,48.0,5,DevOps Engineer,MNC,224158
27,High School,13,74.0,0,Data Analyst,MNC,148580
26,Bachelor,33,50.0,9,HR,Government,190754
44,PhD,3,83.0,5,Data Analyst,Government,171267
53,High School,23,51.0,8,Data Analyst,Government,175265
49,High School,28,42.0,1,HR,Government,153478
42,Bachelor,18,92.0,5,Manager,Startup,204406
46,Master,5,78.0,1,Data Analyst,MNC,141383
48,Master,32,53.0,3,Data Scientist,MNC,219954
41,Master,18,95.0,7,Data Analyst,MNC,209808
27,Bachelor,0,67.0,6,DevOps Engineer,MNC,138225
37,Master,4,50.0,8,HR,Government,141625
40,PhD,26,78.0,6,Software Engineer,Startup,220743
40,PhD,15,64.0,0,Data Analyst,MNC,165337
42,PhD,5,60.0,1,Manager,Startup,164917
48,PhD,12,49.0,5,Data Scientist,Startup,187465
27,High School,34,82.0,6,Data Scientist,Startup,220075
21,PhD,18,54.0,2,Software Engineer,Startup,186661
52,Master,11,58.0,8,DevOps Engineer,MNC,179248
33,Bachelor,15,87.0,6,Software Engineer,MNC,188951
50,Master,9,61.0,5,DevOps Engineer,MNC,176690
43,PhD,24,60.0,5,Data Analyst,Government,194668
39,High School,19,99.0,0,HR,MNC,174348
52,PhD,30,91.0,4,Manager,Government,265612
50,Bachelor,3,83.0,9,Data Scientist,Government,180141
49,Master,22,71.0,2,Software Engineer,Government,182946
49,Bachelor,1,89.0,6,Manager,MNC,169453
50,Bachelor,21,62.0,9,DevOps Engineer,MNC,204033
36,Bachelor,7,52.0,2,HR,MNC,117549
39,Master,6,44.0,4,Data Scientist,Government,154695
38,PhD,13,43.0,6,Data Scientist,Government,184041
21,Bachelor,2,67.0,2,DevOps Engineer,Startup,118788
34,Master,15,53.0,9,HR,Government,165815
22,High School,18,47.0,1,Data Scientist,Government,149691
48,Master,17,48.0,5,HR,MNC,170506
50,High School,15,96.0,7,Data Scientist,Startup,199614
58,Master,7,90.0,3,Data Analyst,Startup,155575
24,PhD,32,74.0,8,DevOps Engineer,Startup,256004
21,Bachelor,11,76.0,7,HR,MNC,170148
28,PhD,10,60.0,6,Manager,Startup,189950
